"[all run data]","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen"
,"303","2160382","72.13018331536124","303","2177773","72.08116851289088","303","2169343","69.63042838937359","303","2107855","70.88520733261444","303","2133922","67.4933830016665","303","2155084","71.12047838447211","303","2195608","69.2481129301049","303","2166766","71.11067542397805","303","2164330","70.87540437212039","303","2135323","74.41427311047936"
,"304","2168347","72.17919811783159","304","2185273","72.1105773943731","304","2176915","69.63042838937359","304","2115445","70.88520733261444","304","2141305","67.4933830016665","304","2162794","71.13028134496618","304","2202847","69.27752181158709","304","2174497","71.11067542397805","304","2172130","70.87540437212039","304","2143051","74.43387903146751"
,"305","2175511","72.20860699931379","305","2192662","72.13018331536124","305","2184496","69.63042838937359","305","2123242","70.89501029310853","305","2148712","67.51298892265464","305","2170273","71.14008430546025","305","2210938","69.29712773257523","305","2181766","71.13028134496618","305","2179771","70.87540437212039","305","2150980","74.46328791294971"
,"306","2183119","72.22821292030193","306","2200552","72.1399862758553","306","2192329","69.63042838937359","306","2130529","70.89501029310853","306","2156287","67.5227918831487","306","2177692","71.14008430546025","306","2218657","69.3069306930693","306","2189710","71.13028134496618","306","2187868","70.87540437212039","306","2158477","74.47309087344378"
,"307","2190541","72.238015880796","307","2207818","72.16939515733752","307","2200102","69.63042838937359","307","2138428","70.90481325360258","307","2163808","67.5227918831487","307","2185048","71.14988726595432","307","2226490","69.31673365356338","307","2197684","71.13028134496618","307","2195800","70.87540437212039","307","2166760","74.53190863640819"
,"308","2198800","72.25762180178414","308","2215690","72.17919811783159","308","2207350","69.63042838937359","308","2145727","70.90481325360258","308","2171083","67.56200372512498","308","2192419","71.14988726595432","308","2233795","69.31673365356338","308","2205670","71.14008430546025","308","2203507","70.87540437212039","308","2174512","74.53190863640819"
,"309","2206387","72.25762180178414","309","2223229","72.17919811783159","309","2215597","69.64023134986766","309","2153374","70.91461621409667","309","2178595","67.56200372512498","309","2199805","71.14988726595432","309","2241406","69.32653661405745","309","2213623","71.14988726595432","309","2210875","70.87540437212039","309","2181799","74.53190863640819"
,"310","2213980","72.25762180178414","310","2231098","72.21840995980786","310","2222659","69.64023134986766","310","2161744","70.91461621409667","310","2186284","67.58160964611312","310","2207320","71.16949318694246","310","2248840","69.36574845603371","310","2221411","71.14988726595432","310","2218309","70.87540437212039","310","2189497","74.53190863640819"
,"311","2221222","72.25762180178414","311","2238616","72.21840995980786","311","2229850","69.64023134986766","311","2169862","70.9342221350848","311","2193775","67.58160964611312","311","2214667","71.19890206842466","311","2256160","69.3755514165278","311","2228866","71.20870502891873","311","2226493","70.87540437212039","311","2197054","74.53190863640819"
,"312","2228506","72.25762180178414","312","2246386","72.22821292030193","312","2238028","69.6598372708558","312","2178058","70.94402509557887","312","2201581","67.58160964611312","312","2221765","71.19890206842466","312","2264107","69.39515733751593","312","2236345","71.21850798941281","312","2234053","70.87540437212039","312","2204686","74.58092343887854"
,"313","2236375","72.25762180178414","313","2254354","72.22821292030193","313","2245297","69.67944319184394","313","2185387","70.94402509557887","313","2209435","67.58160964611312","313","2229445","71.19890206842466","313","2272213","69.41476325850407","313","2244022","71.25771983138908","313","2242054","70.87540437212039","313","2211985","74.59072639937261"
,"314","2244427","72.26742476227821","314","2261485","72.22821292030193","314","2253334","69.689246152338","314","2192776","70.94402509557887","314","2217289","67.58160964611312","314","2236801","71.20870502891873","314","2279137","69.45397510048035","314","2251351","71.2871287128713","314","2249962","70.87540437212039","314","2219662","74.60052935986668"
,"315","2252332","72.26742476227821","315","2269207","72.22821292030193","315","2261359","69.689246152338","315","2200351","70.97343397706108","315","2225416","67.58160964611312","315","2244553","71.20870502891873","315","2286775","69.52259582393883","315","2258965","71.33614351534163","315","2257465","70.87540437212039","315","2227165","74.60052935986668"
,"316","2260165","72.26742476227821","316","2277046","72.22821292030193","316","2268739","69.689246152338","316","2208436","70.98323693755515","316","2233057","67.60121556710126","316","2251957","71.20870502891873","316","2294482","69.55200470542104","316","2266393","71.35574943632977","316","2264806","70.87540437212039","316","2234710","74.62013528085481"
,"317","2268409","72.27722772277227","317","2284891","72.24781884129007","317","2276680","69.689246152338","317","2215591","70.98323693755515","317","2240365","67.6208214880894","317","2259703","71.23811391040094","317","2301832","69.57161062640918","317","2273725","71.35574943632977","317","2272627","70.87540437212039","317","2242546","74.62993824134888"
,"318","2275948","72.28703068326635","318","2292607","72.26742476227821","318","2284543","69.689246152338","318","2223445","70.98323693755515","318","2247658","67.63062444858346","318","2267389","71.27732575237722","318","2309428","69.59121654739732","318","2281240","71.35574943632977","318","2279974","70.87540437212039","318","2249746","74.6593471228311"
,"319","2283340","72.28703068326635","319","2300692","72.29683364376041","319","2291680","69.689246152338","319","2230828","70.98323693755515","319","2254939","67.66003333006569","319","2274583","71.2871287128713","319","2316793","69.60101950789138","319","2289010","71.38515831781199","319","2286880","70.87540437212039","319","2257342","74.67895304381923"
,"320","2290714","72.28703068326635","320","2308459","72.29683364376041","320","2299561","69.689246152338","320","2238319","70.98323693755515","320","2262529","67.70904813253603","320","2282290","71.32634055484756","320","2323603","69.63042838937359","320","2296570","71.39496127830604","320","2294473","70.87540437212039","320","2265232","74.6887560043133"
,"321","2298190","72.28703068326635","321","2316199","72.32624252524262","321","2307310","69.689246152338","321","2245834","71.01264581903735","321","2270146","67.74825997451231","321","2290021","71.33614351534163","321","2331313","69.66964023134986","321","2304403","71.39496127830604","321","2302087","70.87540437212039","321","2272717","74.6887560043133"
,"322","2305468","72.28703068326635","322","2323837","72.35565140672483","322","2315275","69.689246152338","322","2253754","71.02244877953142","322","2278189","67.76786589550045","322","2297545","71.38515831781199","322","2339326","69.689246152338","322","2311720","71.39496127830604","322","2309002","70.87540437212039","322","2279758","74.6887560043133"
,"323","2313310","72.28703068326635","323","2331088","72.35565140672483","323","2323354","69.689246152338","323","2261437","71.0616606215077","323","2285794","67.78747181648859","323","2304832","71.43417312028232","323","2346763","69.689246152338","323","2319487","71.40476423880011","323","2316829","70.87540437212039","323","2287651","74.6887560043133"
,"324","2321272","72.28703068326635","324","2338591","72.35565140672483","324","2330791","69.689246152338","324","2269090","71.0910695029899","324","2293177","67.80707773747672","324","2312503","71.45377904127047","324","2354410","69.689246152338","324","2327050","71.42437015978825","324","2324398","70.87540437212039","324","2294971","74.6887560043133"
,"325","2329144","72.28703068326635","325","2345728","72.38506028820703","325","2338489","69.689246152338","325","2276740","71.12047838447211","325","2300854","67.84628957945299","325","2319814","71.48318792275268","325","2362051","69.689246152338","325","2334766","71.48318792275268","325","2331904","70.87540437212039","325","2302438","74.6887560043133"
,"326","2336683","72.28703068326635","326","2353159","72.42427213018331","326","2346340","69.689246152338","326","2284702","71.12047838447211","326","2308105","67.87569846093521","326","2327164","71.48318792275268","326","2370028","69.689246152338","326","2342329","71.51259680423487","326","2339737","70.87540437212039","326","2310103","74.6887560043133"
,"327","2344384","72.28703068326635","327","2360710","72.43407509067738","327","2354140","69.689246152338","327","2292712","71.14988726595432","327","2315560","67.88550142142927","327","2335054","71.51259680423487","327","2377642","69.69904911283207","327","2350249","71.52239976472895","327","2347312","70.87540437212039","327","2318188","74.69855896480738"
,"328","2352064","72.28703068326635","328","2368819","72.43407509067738","328","2361517","69.689246152338","328","2300203","71.14988726595432","328","2323630","67.90510734241741","328","2342608","71.51259680423487","328","2385340","69.70885207332614","328","2357803","71.53220272522302","328","2354590","70.87540437212039","328","2325553","74.73777080678364"
,"329","2359429","72.28703068326635","329","2376814","72.43407509067738","329","2369086","69.689246152338","329","2307991","71.15969022644839","329","2330974","67.9345162238996","329","2350174","71.51259680423487","329","2393038","69.73826095480835","329","2365357","71.56161160670523","329","2362333","70.87540437212039","329","2332666","74.73777080678364"
,"330","2366587","72.28703068326635","330","2384464","72.43407509067738","330","2376457","69.689246152338","330","2315938","71.15969022644839","330","2338681","67.94431918439369","330","2357434","71.53220272522302","330","2400673","69.76766983629057","330","2373220","71.59102048818744","330","2369827","70.87540437212039","330","2340352","74.76717968826586"
,"331","2374192","72.28703068326635","331","2392312","72.44387805117145","331","2384455","69.689246152338","331","2323930","71.16949318694246","331","2346253","67.94431918439369","331","2365003","71.53220272522302","331","2408476","69.76766983629057","331","2380927","71.62042936966964","331","2377327","70.87540437212039","331","2348155","74.77698264875993"
,"332","2381806","72.28703068326635","332","2399992","72.44387805117145","332","2392216","69.69904911283207","332","2331790","71.16949318694246","332","2353780","67.97372806587589","332","2372890","71.53220272522302","332","2416207","69.80688167826683","332","2388376","71.64003529065778","332","2385229","70.87540437212039","332","2355802","74.77698264875993"
,"333","2389411","72.28703068326635","333","2408281","72.44387805117145","333","2399935","69.69904911283207","333","2339440","71.16949318694246","333","2362021","67.97372806587589","333","2379919","71.53220272522302","333","2424379","69.80688167826683","333","2395657","71.66944417213998","333","2393005","70.87540437212039","333","2362810","74.77698264875993"
,"334","2396524","72.29683364376041","334","2416123","72.4634839721596","334","2407672","69.69904911283207","334","2347549","71.21850798941281","334","2369785","68.0031369473581","334","2386963","71.53220272522302","334","2432233","69.80688167826683","334","2403025","71.69885305362219","334","2400571","70.87540437212039","334","2370412","74.77698264875993"
,"335","2404135","72.29683364376041","335","2423539","72.47328693265366","335","2415613","69.69904911283207","335","2355445","71.23811391040094","335","2377321","68.03254582884031","335","2394319","71.53220272522302","335","2439697","69.82648759925497","335","2410600","71.69885305362219","335","2408503","70.87540437212039","335","2378536","74.77698264875993"
,"336","2411977","72.29683364376041","336","2431165","72.49289285364179","336","2423296","69.69904911283207","336","2363296","71.23811391040094","336","2385031","68.03254582884031","336","2402344","71.53220272522302","336","2447278","69.82648759925497","336","2418247","71.69885305362219","336","2416315","70.89501029310853","336","2386528","74.77698264875993"
,"337","2419876","72.29683364376041","337","2438836","72.49289285364179","337","2431327","69.69904911283207","337","2370880","71.23811391040094","337","2393104","68.06195471032252","337","2409997","71.54200568571709","337","2454331","69.87550240172533","337","2426017","71.70865601411626","337","2423752","70.92441917459072","337","2394253","74.77698264875993"
,"338","2427778","72.29683364376041","338","2446360","72.51249877462993","338","2438818","69.69904911283207","338","2378107","71.23811391040094","338","2400790","68.09136359180472","338","2417566","71.54200568571709","338","2462221","69.88530536221938","338","2433562","71.73806489559847","338","2431147","70.9342221350848","338","2401609","74.786785609254"
,"339","2435302","72.30663660425449","339","2454076","72.51249877462993","339","2446666","69.71865503382021","339","2386222","71.26752279188315","339","2408446","68.11096951279286","339","2424853","71.54200568571709","339","2470501","69.9147142437016","339","2441068","71.77727673757474","339","2439109","70.963631016567","339","2409247","74.786785609254"
,"340","2443141","72.33604548573669","340","2461894","72.53210469561807","340","2454322","69.73826095480835","340","2393773","71.29693167336535","340","2416012","68.11096951279286","340","2432140","71.55180864621116","340","2477806","69.96372904617195","340","2448499","71.7968826585629","340","2446888","70.963631016567","340","2416708","74.82599745123026"
,"341","2450518","72.37525732771297","341","2469658","72.55171061660621","341","2461990","69.74806391530242","341","2401849","71.35574943632977","341","2423527","68.12077247328693","341","2439931","71.5714145671993","341","2485159","69.96372904617195","341","2456188","71.82629154004509","341","2454619","70.98323693755515","341","2424418","74.83580041172434"
,"342","2458402","72.38506028820703","342","2477578","72.55171061660621","342","2469898","69.74806391530242","342","2409844","71.42437015978825","342","2431126","68.15018135476915","342","2447488","71.58121752769337","342","2492611","69.96372904617195","342","2463949","71.86550338202137","342","2461960","71.01264581903735","342","2432275","74.83580041172434"
,"343","2465650","72.43407509067738","343","2484820","72.55171061660621","343","2477185","69.74806391530242","343","2417572","71.42437015978825","343","2438977","68.15998431526322","343","2455042","71.61062640917557","343","2500180","69.96372904617195","343","2471602","71.89491226350358","343","2469688","71.04205470051956","343","2439940","74.8456033722184"
,"344","2473618","72.4634839721596","344","2492770","72.56151357710029","344","2484922","69.74806391530242","344","2424937","71.42437015978825","344","2446804","68.15998431526322","344","2462407","71.61062640917557","344","2507857","69.973532006666","344","2478904","71.92432114498578","344","2477791","71.05185766101363","344","2447650","74.8456033722184"
,"345","2481508","72.48308989314773","345","2500762","72.58111949808841","345","2492791","69.74806391530242","345","2432281","71.45377904127047","345","2454271","68.16978727575727","345","2469970","71.61062640917557","345","2515759","69.973532006666","345","2486356","71.92432114498578","345","2485090","71.08126654249584","345","2454943","74.87501225370062"
,"346","2489242","72.50269581413588","346","2508232","72.61052837957064","346","2500588","69.74806391530242","346","2439622","71.45377904127047","346","2461888","68.17959023625134","346","2477437","71.64003529065778","346","2523622","69.973532006666","346","2493853","71.99294186844426","346","2493373","71.10087246348397","346","2462761","74.87501225370062"
,"347","2497129","72.51249877462993","347","2515444","72.63013430055877","347","2508610","69.74806391530242","347","2447167","71.45377904127047","347","2469970","68.2286050387217","347","2484934","71.67924713263406","347","2531266","69.973532006666","347","2501467","72.0125477894324","347","2500807","71.10087246348397","347","2470378","74.87501225370062"
,"348","2504704","72.522301735124","348","2523319","72.65954318204098","348","2516182","69.74806391530242","348","2454688","71.45377904127047","348","2477632","68.2286050387217","348","2492296","71.71845897461033","348","2538880","69.973532006666","348","2508832","72.03215371042054","348","2508406","71.11067542397805","348","2478346","74.87501225370062"
,"349","2512270","72.522301735124","349","2531143","72.65954318204098","349","2523757","69.74806391530242","349","2462716","71.45377904127047","349","2485336","68.24821095970984","349","2499535","71.71845897461033","349","2546596","69.98333496716009","349","2516692","72.03215371042054","349","2516632","71.11067542397805","349","2485990","74.87501225370062"
,"350","2519965","72.522301735124","350","2539138","72.65954318204098","350","2531536","69.74806391530242","350","2470273","71.46358200176454","350","2493391","68.24821095970984","350","2507200","71.7282619351044","350","2554105","69.98333496716009","350","2524234","72.03215371042054","350","2523979","71.12047838447211","350","2493559","74.87501225370062"
,"351","2527807","72.522301735124","351","2547277","72.65954318204098","351","2539663","69.74806391530242","351","2478532","71.4733849622586","351","2500849","68.24821095970984","351","2514247","71.74786785609254","351","2561293","69.98333496716009","351","2531626","72.03215371042054","351","2531968","71.14988726595432","351","2500810","74.87501225370062"
,"352","2535469","72.522301735124","352","2554444","72.65954318204098","352","2547928","69.74806391530242","352","2486242","71.49299088324675","352","2508589","68.24821095970984","352","2521318","71.74786785609254","352","2568796","69.98333496716009","352","2539381","72.03215371042054","352","2539234","71.17929614743653","352","2508598","74.87501225370062"
,"353","2543356","72.522301735124","353","2561605","72.65954318204098","353","2556205","69.74806391530242","353","2493922","71.49299088324675","353","2516569","68.25801392020391","353","2528899","71.74786785609254","353","2576071","70.03234976963043","353","2546929","72.03215371042054","353","2547091","71.19890206842466","353","2516038","74.87501225370062"
,"354","2551063","72.522301735124","354","2569294","72.65954318204098","354","2563681","69.74806391530242","354","2501347","71.51259680423487","354","2523916","68.25801392020391","354","2536156","71.74786785609254","354","2583778","70.03234976963043","354","2554696","72.03215371042054","354","2554657","71.20870502891873","354","2523214","74.89461817468876"
,"355","2558584","72.522301735124","355","2577028","72.65954318204098","355","2571985","69.74806391530242","355","2508739","71.52239976472895","355","2531668","68.25801392020391","355","2543821","71.74786785609254","355","2591458","70.03234976963043","355","2562466","72.04195667091462","355","2562469","71.20870502891873","355","2531440","74.90442113518283"
,"356","2565865","72.522301735124","356","2584321","72.65954318204098","356","2579377","69.74806391530242","356","2516656","71.53220272522302","356","2539183","68.2874228016861","356","2551024","71.74786785609254","356","2599276","70.0421527301245","356","2570149","72.06156259190276","356","2570512","71.20870502891873","356","2539012","74.9436329771591"
,"357","2573311","72.522301735124","357","2592415","72.65954318204098","357","2587018","69.74806391530242","357","2524165","71.54200568571709","357","2546719","68.2874228016861","357","2558992","71.74786785609254","357","2606497","70.0421527301245","357","2577811","72.10077443387902","357","2578078","71.20870502891873","357","2547136","74.95343593765317"
,"358","2581333","72.522301735124","358","2599717","72.65954318204098","358","2594587","69.74806391530242","358","2532112","71.55180864621116","358","2554540","68.2874228016861","358","2566726","71.74786785609254","358","2613994","70.07156161160671","358","2585512","72.13018331536124","358","2586022","71.20870502891873","358","2554672","74.98284481913538"
,"359","2589394","72.522301735124","359","2607673","72.65954318204098","359","2602366","69.74806391530242","359","2539654","71.55180864621116","359","2562403","68.29722576218018","359","2574052","71.74786785609254","359","2622382","70.08136457210077","359","2593111","72.15959219684345","359","2593570","71.20870502891873","359","2562451","75.04166258209979"
,"360","2597674","72.522301735124","360","2614969","72.65954318204098","360","2610256","69.74806391530242","360","2547259","71.55180864621116","360","2569951","68.30702872267425","360","2581750","71.7968826585629","360","2630044","70.08136457210077","360","2600164","72.15959219684345","360","2601403","71.20870502891873",,,
,"361","2605804","72.522301735124","361","2622457","72.65954318204098","361","2618188","69.74806391530242","361","2555287","71.55180864621116","361","2578009","68.30702872267425","361","2588854","71.81648857955102","361","2637361","70.10097049308891","361","2608096","72.18900107832565","361","2609050","71.20870502891873",,,
,"362","2613166","72.522301735124","362","2630584","72.65954318204098","362","2625532","69.74806391530242","362","2563309","71.55180864621116","362","2585263","68.30702872267425","362","2596393","71.84589746103323","362","2644678","70.14998529555926","362","2615722","72.20860699931379","362","2616940","71.20870502891873",,,
,"363","2621014","72.522301735124","363","2637739","72.65954318204098","363","2633077","69.74806391530242","363","2571010","71.55180864621116","363","2593345","68.30702872267425","363","2603758","71.87530634251544","363","2651488","70.1695912165474","363","2623054","72.25762180178414","363","2624332","71.20870502891873",,,
,"364","2629381","72.522301735124","364","2645359","72.65954318204098","364","2640982","69.74806391530242","364","2578816","71.55180864621116","364","2601043","68.30702872267425","364","2611234","71.93412410547985","364","2658361","70.18919713753553","364","2630485","72.29683364376041","364","2631784","71.20870502891873",,,
,"365","2637112","72.522301735124","365","2652919","72.65954318204098","365","2648365","69.74806391530242","365","2586202","71.55180864621116","365","2608819","68.31683168316832","365","2618677","71.9831389079502","365","2666128","70.19900009802961","365","2638093","72.34584844623076","365","2639230","71.20870502891873",,,
,"366","2645314","72.522301735124","366","2660548","72.65954318204098","366","2655619","69.74806391530242","366","2593582","71.55180864621116","366","2616721","68.31683168316832","366","2626072","72.04195667091462","366","2673196","70.23821194000588","366","2645812","72.39486324870111","366","2646664","71.22831094990687",,,
,"367","2653126","72.522301735124","367","2668420","72.65954318204098","367","2663791","69.7578668757965","367","2601241","71.56161160670523","367","2624419","68.31683168316832","367","2633758","72.07136555239683","367","2680852","70.27742378198215","367","2652781","72.40466620919517","367","2654563","71.22831094990687",,,
,"368","2661334","72.522301735124","368","2675932","72.66934614253505","368","2671864","69.80688167826683","368","2608963","71.5714145671993","368","2632567","68.31683168316832","368","2640748","72.1105773943731","368","2688682","70.30683266346436","368","2660293","72.42427213018331","368","2662327","71.22831094990687",,,
,"369","2669149","72.522301735124","369","2683906","72.70855798451132","369","2679364","69.86569944123124","369","2616520","71.6008234486815","369","2640409","68.31683168316832","369","2648338","72.14978923634938","369","2695633","70.35584746593472","369","2668279","72.42427213018331","369","2669605","71.22831094990687",,,
,"370","2676712","72.522301735124","370","2692099","72.71836094500539","370","2686921","69.88530536221938","370","2624095","71.6008234486815","370","2648080","68.31683168316832","370","2656045","72.15959219684345","370","2703100","70.4244681893932","370","2675572","72.42427213018331","370","2677708","71.22831094990687",,,
,"371","2684398","72.522301735124","371","2699857","72.71836094500539","371","2694745","69.9147142437016","371","2631130","71.6008234486815","371","2655811","68.31683168316832","371","2663827","72.17919811783159","371","2710948","70.45387707087541","371","2683333","72.42427213018331","371","2684950","71.22831094990687",,,
,"372","2692837","72.522301735124","372","2708041","72.71836094500539","372","2703010","69.94412312518381","372","2638738","71.6008234486815","372","2663512","68.31683168316832","372","2671582","72.19880403881973","372","2718703","70.45387707087541","372","2690947","72.42427213018331","372","2692444","71.22831094990687",,,
,"373","2700346","72.522301735124","373","2715598","72.71836094500539","373","2711011","69.96372904617195","373","2646385","71.6008234486815","373","2670610","68.32663464366239","373","2679541","72.21840995980786","373","2726578","70.48328595235762","373","2698861","72.44387805117145","373","2700034","71.22831094990687",,,
,"374","2707735","72.522301735124","374","2723389","72.72816390549946","374","2718817","70.01274384864229","374","2654881","71.6008234486815","374","2678608","68.32663464366239","374","2686639","72.21840995980786","374","2734105","70.48328595235762","374","2706451","72.44387805117145","374","2707432","71.22831094990687",,,
,"375","2715472","72.522301735124","375","2730799","72.72816390549946","375","2726548","70.02254680913636","375","2662492","71.6008234486815","375","2686597","68.32663464366239","375","2694538","72.238015880796","375","2741446","70.50289187334576","375","2713810","72.44387805117145","375","2715151","71.22831094990687",,,
,"376","2723002","72.522301735124","376","2738254","72.72816390549946","376","2734078","70.02254680913636","376","2670178","71.6008234486815","376","2694418","68.32663464366239","376","2702080","72.24781884129007","376","2748631","70.53230075482796","376","2721388","72.44387805117145","376","2723143","71.22831094990687",,,
,"377","2730556","72.522301735124","377","2746390","72.73796686599353","377","2741674","70.0421527301245","377","2678494","71.61062640917557","377","2702644","68.32663464366239","377","2709610","72.25762180178414","377","2756113","70.59111851779238","377","2729587","72.45368101166552","377","2730844","71.22831094990687",,,
,"378","2738308","72.522301735124","378","2753593","72.7477698264876","378","2749489","70.0421527301245","378","2686084","71.61062640917557","378","2710441","68.32663464366239","378","2717587","72.25762180178414","378","2764249","70.60092147828644","378","2737318","72.47328693265366","378","2738935","71.22831094990687",,,
,"379","2746060","72.522301735124","379","2761180","72.7477698264876","379","2757046","70.0421527301245","379","2693170","71.61062640917557","379","2717875","68.32663464366239","379","2725684","72.25762180178414","379","2771641","70.63033035976865","379","2744998","72.522301735124","379","2746894","71.22831094990687",,,
,"380","2753911","72.522301735124","380","2769307","72.77717870796981","380","2764600","70.0421527301245","380","2700901","71.61062640917557","380","2725591","68.32663464366239","380","2733460","72.28703068326635","380","2779513","70.64993628075679","380","2752537","72.53210469561807","380","2754640","71.22831094990687",,,
,"381","2761381","72.522301735124","381","2777269","72.81639054994608","381","2772334","70.0421527301245","381","2708632","71.61062640917557","381","2732740","68.32663464366239","381","2741035","72.29683364376041","381","2787580","70.68914812273306","381","2760082","72.53210469561807","381","2762242","71.22831094990687",,,
,"382","2769046","72.522301735124","382","2785222","72.85560239192236","382","2779663","70.05195569061857","382","2716402","71.61062640917557","382","2740327","68.32663464366239","382","2748787","72.30663660425449","382","2795506","70.74796588569748","382","2768020","72.54190765611214","382","2769862","71.22831094990687",,,
,"383","2776951","72.522301735124","383","2793208","72.88501127340457","383","2787115","70.08136457210077","383","2724142","71.61062640917557","383","2747641","68.32663464366239","383","2756365","72.31643956474855","383","2803177","70.78717772767376","383","2776063","72.56151357710029","383","2777974","71.22831094990687",,,
,"384","2784280","72.522301735124","384","2800486","72.93402607587491","384","2794981","70.09116753259485","384","2732020","71.61062640917557","384","2754778","68.32663464366239","384","2763883","72.32624252524262","384","2810650","70.79698068816782","384","2783845","72.56151357710029","384","2786026","71.22831094990687",,,
,"385","2792101","72.522301735124","385","2807956","72.9732379178512","385","2803138","70.09116753259485","385","2740066","71.61062640917557","385","2762518","68.32663464366239","385","2771815","72.35565140672483","385","2818498","70.79698068816782","385","2791753","72.56151357710029","385","2794255","71.22831094990687",,,
,"386","2799955","72.55171061660621","386","2815573","73.0026467993334","386","2810455","70.09116753259485","386","2747464","71.61062640917557","386","2770105","68.32663464366239","386","2779735","72.3654543672189","386","2826457","70.79698068816782","386","2799373","72.56151357710029","386","2802268","71.22831094990687",,,
,"387","2807815","72.56151357710029","387","2822932","73.01244975982746","387","2817985","70.10097049308891","387","2755015","71.61062640917557","387","2777986","68.32663464366239","387","2787121","72.39486324870111","387","2833999","70.79698068816782","387","2807209","72.57131653759436","387","2809756","71.22831094990687",,,
,"388","2815960","72.57131653759436","388","2830540","73.04185864130967","388","2825878","70.10097049308891","388","2762383","71.61062640917557","388","2785630","68.33643760415646","388","2795239","72.42427213018331","388","2841409","70.79698068816782","388","2814856","72.57131653759436","388","2817394","71.22831094990687",,,
,"389","2823790","72.57131653759436","389","2838631","73.05166160180374","389","2833723","70.12057641407705","389","2770207","71.62042936966964","389","2793163","68.33643760415646","389","2802661","72.43407509067738","389","2849767","70.8067836486619","389","2822287","72.58111949808841","389","2825314","71.22831094990687",,,
,"390","2831161","72.57131653759436","390","2846089","73.05166160180374","390","2841343","70.12057641407705","390","2778217","71.62042936966964","390","2801158","68.33643760415646","390","2810599","72.43407509067738","390","2857279","70.8361925301441","390","2829928","72.60072541907655","390","2832799","71.22831094990687",,,
,"391","2839444","72.57131653759436","391","2854165","73.06146456229781","391","2848837","70.12057641407705","391","2786059","71.63023233016371","391","2808775","68.33643760415646","391","2818273","72.43407509067738","391","2864866","70.85579845113224","391","2837476","72.63013430055877","391","2840287","71.22831094990687",,,
,"392","2847337","72.58111949808841","392","2862211","73.09087344378003","392","2856262","70.12057641407705","392","2793550","71.63023233016371","392","2816899","68.33643760415646","392","2825677","72.43407509067738","392","2872594","70.87540437212039","392","2844745","72.65954318204098","392","2847910","71.22831094990687",,,
,"393","2854987","72.58111949808841","393","2870371","73.12028232526222","393","2864452","70.12057641407705","393","2801437","71.63023233016371","393","2824513","68.33643760415646","393","2833300","72.45368101166552","393","2880169","70.87540437212039","393","2852020","72.65954318204098","393","2855587","71.24791687089501",,,
,"394","2862790","72.58111949808841","394","2877781","73.13988824625037","394","2872204","70.14018233506519","394","2808889","71.63023233016371","394","2832115","68.33643760415646","394","2840704","72.48308989314773","394","2887621","70.87540437212039","394","2859757","72.66934614253505","394","2863249","71.24791687089501",,,
,"395","2870686","72.58111949808841","395","2885281","73.18890304872072","395","2879569","70.14018233506519","395","2816461","71.63023233016371","395","2839804","68.34624056465051","395","2848606","72.50269581413588","395","2894995","70.88520733261444","395","2867206","72.66934614253505","395","2871379","71.24791687089501",,,
,"396","2878696","72.58111949808841","396","2893117","73.19870600921479","396","2886850","70.14018233506519","396","2824327","71.63023233016371","396","2847505","68.3560435251446","396","2856382","72.50269581413588","396","2902792","70.88520733261444","396","2875045","72.69875502401726","396","2878771","71.24791687089501",,,
,"397","2886223","72.61052837957064","397","2900668","73.19870600921479","397","2894287","70.14018233506519","397","2831980","71.63023233016371","397","2855053","68.3560435251446","397","2864146","72.51249877462993","397","2910493","70.88520733261444","397","2882404","72.72816390549946","397","2886472","71.24791687089501",,,
,"398","2893993","72.63993726105284","398","2908570","73.19870600921479","398","2902036","70.14018233506519","398","2839804","71.64983825115185","398","2862406","68.3560435251446","398","2871727","72.56151357710029","398","2918392","70.88520733261444","398","2890015","72.7477698264876","398","2894242","71.24791687089501",,,
,"399","2902018","72.65954318204098","399","2916331","73.22811489069699","399","2909881","70.14998529555926","399","2847361","71.66944417213998","399","2870401","68.3560435251446","399","2879311","72.60072541907655","399","2925904","70.91461621409667","399","2897644","72.75757278698167","399","2901925","71.24791687089501",,,
,"400","2909797","72.66934614253505","400","2923942","73.23791785119106","400","2917678","70.14998529555926","400","2855182","71.66944417213998","400","2877877","68.3854524066268","400","2886976","72.61052837957064","400","2933971","70.94402509557887","400","2905075","72.80658758945202","400","2909239","71.24791687089501",,,
,"401","2917156","72.66934614253505","401","2931631","73.24772081168513","401","2925535","70.14998529555926","401","2863084","71.66944417213998","401","2885764","68.3854524066268","401","2894344","72.6203313400647","401","2941282","70.94402509557887","401","2912281","72.84579943142829","401","2916832","71.27732575237722",,,
,"402","2925139","72.66934614253505","402","2939773","73.2575237721792","402","2932852","70.14998529555926","402","2870407","71.66944417213998","402","2893273","68.3854524066268","402","2902555","72.6203313400647","402","2948425","70.963631016567","402","2919682","72.86540535241643","402","2924887","71.2871287128713",,,
